id,AC093001.1,MUCL1,ROCR,HMGCS2,CYP4Z2P,CLCA2,SOX10,CT83,LINC01152,HORMAD1,CYP4Z1,ROPN1B,SPINK8,TFAP2B,TDRD1,ADH1C,ROPN1,PRSS33,GABRP,SDR16C5,CEACAM5,DLX6,CPHL1P,TSPAN8,FOXA1,LEMD1,LINC02188,CCL21,LINC02487,FREM2,SLC6A15,LINC00993,LINC01956,IYD,CEACAM7,ENSG00000240800,ABCC12,MIA,LINC01198,CYP4F8,KLHDC7A,TMC5,ANKRD30A,ABCA12,OCA2,LRRC31,TFF3,HGD,AC096996.2,REEP6,ZIC1,AR,AGR2,TTC6,LRG1,SLC44A4,AC020907.1,SMIM31,C7,TPSB2,UGT8,FCN2,CNTNAP2,SPDEF,TMEM213,ZBTB8B,COL9A1,ENSG00000254967,ELF5,CAPN13,OXGR1,SHC4,DLX6-AS1,SIDT1,PRAME,SOX9-AS1,ZBTB16,LINC01224,CPA3,AC008268.1,TPSAB1,TTYH1,SPHKAP,KIRREL3-AS1,CCKBR,C9orf152,AC024940.2,RLBP1,FAM19A3,CA6,AP001783.1,AARD,FABP4,PLA2G2A,BCAS1,LRFN2,EPGN,SLCO4A1-AS1,PRR15,ART3,PLEKHG7,CTSG,AC005077.4,LINC02015,POU4F1,HDC,AL157387.1,AC011247.1,OGN,GABBR2,MUC16,ST6GALNAC1,RASGEF1C,SOX8,AC015712.4,NDUFB4P11,CRABP1,SEC14L4,MS4A2,SLC27A6,S100A1,TPSD1,KNDC1,SCRG1,MLPH,SELP,NCMAP,CHRM3,AL022334.1,PCDH8,FCER2,ZIC4,EN1,TFCP2L1,SFRP1,MMRN1,ABCA8,TCAM1P,VGLL1,PTX3,CST2,DLGAP1,AC022101.1,DSC3,PLEKHB1,TMPRSS5,SYTL5,ENSG00000232224,PLS3-AS1,PLA2G4F,CRHR1,MAPK4,CYP4B1,GFRA3,OR7E22P,EPHA7,ABCC8,KRT9,AC245884.9,BLK,NRTN,GTF2IP7,OPRK1,SLC7A2,C8orf46,SCUBE2,AC021683.2,LINC00862,SOX6,FBN3,KYNU,TMEM45B,AC098936.1,CMTM5,OR2B6,C4B,LINC00160,ATP1A2,AC022148.1,MFAP4,KRT83,CILP,LINC00518,LILRA4,LAMP5,LINC01122,CNR2,AC069148.1,DRAIC,CD19,FOXD3,KCNK5,IMPDH1P8,SFRP4,NRK,HRASLS2,EXTL1,CD177,SERPINB5,GFRA1,CXCL14,LINC00504,CYP4F22,MSX2,RPSAP69,LINC00839,WNK3,SCN2B,FOXD3-AS1,TSPAN1,LINC00092,CMA1,KERA,C9orf170,ENSG00000253701,C1QL4,SVOPL
SD1396,0.539,12.784,1.76,0.287,0.18,12.03,196.788,6.823,0.072,17.883,0.251,24.563,3.447,5.243,1.185,1.652,29.482,0.539,331.667,0.108,1.4,0.395,0.467,1.257,2.657,1.005,6.212,64.674,2.657,4.237,0,0,5.494,1.221,0.036,0.251,0.18,0.97,1.508,0.108,1.149,0.395,0.395,6.284,0.144,0,2.586,4.848,0.036,12.82,8.798,6.536,1.903,0.251,4.776,2.155,2.765,0.036,36.413,14.077,48.982,0.395,4.309,50.921,2.37,0.287,1.257,0.215,145.76,0.97,6.069,10.163,0.431,9.768,61.73,2.334,1.149,0.359,25.353,0,23.88,36.233,2.873,0.251,0,2.119,1.436,0.144,2.621,1.867,0,59.647,27.687,41.369,0.61,0,0.072,0.287,1.005,11.419,0.359,5.997,0.934,0.503,0.323,2.155,0.072,0.323,17.093,7.541,29.303,0.575,1.257,22.731,0.144,1.365,243.256,0.251,0.97,0.575,13.969,1.544,0.215,8.762,18.961,43.559,1.616,3.483,0.97,0,4.13,3.447,47.653,47.114,195.962,19.93,10.737,0.18,25.927,2.298,2.047,3.447,0.251,24.096,20.325,0.215,0.036,0.036,0.431,1.185,2.873,3.232,1.149,3.052,1.58,0.108,0.036,0.108,0.79,3.842,3.232,0.144,0.503,11.491,1.58,9.588,0.144,0.072,3.519,2.514,21.51,0.395,0,0,0.539,15.19,0.108,3.196,0.61,107.802,1.185,128.954,0.539,7.757,15.01,0.395,3.447,0.072,0.108,10.917,0.575,38.28,0.359,135.453,0.431,0.539,22.336,2.334,48.838,6.392,186.194,0.539,0.646,1.257,0.718,0.97,1.293,0.108,1.724,5.243,0.359,0.503,0.359,0.144,0.826,2.478,1.831
SD1404,952.583,68.532,0.732,0.285,4.024,12.804,13.698,0,0.325,0.569,5.203,1.667,1.016,36.055,19.917,12.52,2.398,0,224.905,2.358,1.91,0,7.723,2.398,70.687,0.406,1.341,34.673,0,3.536,0.61,18.251,2.927,0.041,0.447,13.658,0,0.488,0,0.569,5.569,14.105,16.259,6.138,0.122,0.081,5.284,3.577,0.163,44.55,2.236,51.013,27.559,4.715,6.138,24.714,0,0.244,9.674,25.893,2.805,0.65,1.667,30.73,0.61,0,0.244,0.081,9.064,4.512,0.528,2.561,0.041,15.08,0.65,1.057,0.569,0,57.557,0.325,29.836,2.723,1.016,0.122,0,9.959,2.276,0,0.366,0,0.041,99.994,4.634,4.268,2.683,0,0.61,0.081,1.829,33.819,0.041,5.487,0.854,1.87,0,3.577,8.455,2.276,125.643,2.073,1.789,0.163,0.203,2.805,0.325,0.122,19.267,0.081,1.463,4.349,3.171,3.374,4.39,1.057,33.372,16.828,2.601,1.097,0.203,0.122,0.976,1.016,47.761,11.016,255.187,5.853,24.389,0.081,7.723,1.219,3.74,1.87,3.618,24.429,8.13,0.366,0.894,0.244,0,0.285,1.626,2.52,5.487,0.041,0,0.366,0.447,0,0.122,2.398,0.488,0.081,0.406,28.128,1.545,111.985,0.285,0.163,1.463,0.366,12.357,4.431,0,0.325,0.163,40.81,0.488,0.935,0.488,261.406,1.219,1288.7,0,0.976,78.694,0.163,0.813,0.122,0.203,3.536,0.163,11.666,0.041,594.069,6.707,0.976,1.301,1.545,29.388,20.69,477.165,1.504,5.691,11.3,0.163,3.13,1.87,3.211,0.285,9.837,0.163,2.073,9.105,0.122,1.545,0.447,0.325
SD1422,0.119,2.21,0.119,0.358,0.06,0.358,0.299,3.106,0,0,0.896,0.179,0,4.3,0.06,0.06,0.538,0.358,368.162,0.06,0.358,3.106,0,0.776,1.314,3.703,0,0.119,0.299,0.119,45.154,0.119,0,0,0,0.119,0.06,1.135,0.06,0,0.06,0.358,0,0.179,6.749,0,0.956,0.776,0,12.184,7.765,1.075,1.971,0,0.836,0.478,1.195,0,4.3,0.717,14.633,0,15.888,0.538,0,0.657,0.119,0.836,0.299,0.358,0.538,0.538,1.732,0.179,128.833,2.389,0,0.358,0.119,0,0.239,347.496,0,0,0.06,0.119,63.789,0.179,0.657,0.06,0.06,0.956,2.031,76.571,0.239,0.06,0,0.179,0.299,1.672,0.836,0.06,0.179,0,0.597,0.06,0,0.179,0.299,0,0.179,0.06,0.956,0.06,0,0,206.24,0,0.06,0.956,8.72,0.06,0.06,0.956,5.435,0.06,0.119,0.06,0.179,0.299,1.135,6.988,0.358,0.956,0.299,0,0.179,17.022,0,10.154,0.119,0.119,0,41.451,2.628,0.179,0.299,1.135,0.06,0.119,0.179,0.06,0,0.776,0,0.657,0,0,4.778,0,5.913,0,0,39.002,4.121,4.539,0.597,0,0.478,0,2.927,0.358,0,0.06,0.358,4.241,0,0.119,0.179,0.836,0.299,23.533,0,0.239,40.495,0.179,0,0.478,0.06,0.717,0,22.338,0.597,2.031,0.06,0,0.657,0.119,39.659,0.239,282.214,0.06,0,0.239,0.06,71.912,3.225,0.119,0,2.15,0.119,0,1.911,0.358,0,55.009,0.299
SD1436,0.136,2.656,118.738,0.272,0.272,12.088,116.899,0,13.791,27.82,3.065,35.141,0.068,5.584,0.272,0.477,29.795,1.09,2780.383,34.528,0.851,7.117,0.238,0.545,2.656,30.238,2.35,1.124,9.603,4.086,16.89,0.919,4.12,0.102,0,0.511,0,9.569,2.179,0,0.375,1.941,1.396,3.269,3.848,0,7.321,0.885,0,0.681,2.077,5.176,5.891,0.238,0.579,1.26,9.739,0,16.209,1.294,107.603,0.17,17.298,1.022,0.102,0.306,0.477,0.034,92.484,12.872,6.81,53.291,8.138,0.817,39.874,22.508,0.272,0.068,7.083,0.034,2.247,44.335,0.034,2.758,10.76,1.941,40.453,2.009,10.794,0.034,2.826,304.149,256.817,31.872,8.07,0.102,0.068,0.17,0.272,216.739,0.102,0.681,0.17,0.034,2.418,0.715,0.443,2.997,2.52,15.051,370.107,0.443,4.801,4.495,1.056,6.606,358.802,2.179,0.715,7.968,40.045,0,0.102,7.015,16.583,3.031,43.927,1.805,2.213,5.721,0.136,4.256,92.689,104.232,359.074,4.188,6.402,26.458,103.994,11.612,0.068,1.6,0.034,58.977,25.539,23.87,0.102,5.823,1.43,0.102,22.61,5.959,2.009,3.405,0.817,1.907,0.272,6.3,1.192,0,4.972,0.102,3.712,6.674,5.21,3.848,8.206,0.034,33.166,21.997,3.133,3.269,2.043,5.21,1.26,4.086,0.102,2.009,0.306,6.538,4.869,4.972,3.269,0,0.306,0.715,0.068,1.124,0.204,0,0.953,40.521,0.477,32.451,0.715,0.919,51.486,0.034,827.42,2.35,10.522,0.375,0.068,5.312,3.405,16.14,7.253,0.068,2.554,2.077,0.068,0.511,0.204,1.09,0,4.869,0.375
SD1479,77.247,7.042,0.072,7.725,9.701,213.634,0.216,0.036,0.216,0.072,111.344,1.293,5.425,210.148,9.773,0.323,4.168,0.036,79.439,30.396,962.393,0,2.767,27.701,186.256,0,1.976,44.48,0.108,0.79,0.072,0.072,1.006,1.437,14.3,0,0,0.036,0,0.287,7.401,58.097,0.144,39.917,0,104.445,22.923,2.407,0.108,45.199,22.492,62.049,14.156,9.809,8.839,50.372,3.593,0.108,7.078,3.234,5.353,0.359,60.684,238.892,2.12,0.18,0,1.976,111.595,26.731,4.204,0.359,0,48.648,0.862,1.365,0.072,6.575,10.24,0,5.21,0.539,0.108,0.036,0,16.06,2.802,0,0.108,0,0,74.301,4.096,1.15,26.767,2.048,2.084,0.287,13.617,18.97,0.898,0.898,16.276,0.323,0.036,1.258,0.072,0.431,3.808,0.036,148.674,12.144,0.108,0.359,0,0.323,18.432,0,0.539,0.683,0.539,0.503,0.072,0.359,121.584,11.354,2.084,0.036,0.18,0.18,0.755,9.845,9.737,24.468,42.288,7.689,2.982,21.342,1.796,0.467,1.15,0.539,0.036,2.012,8.12,0.216,7.617,0.18,0,0.898,0.072,3.377,3.665,1.725,0.18,3.126,0.539,0.18,0,2.731,1.258,3.054,1.904,9.342,0.647,9.809,0,0.216,4.311,9.629,13.186,31.186,0,0.144,0,6.611,0.431,0.395,0.395,16.455,2.946,102.793,0,5.569,13.078,0.755,1.15,0.036,5.389,4.24,0,10.348,0.036,77.571,10.024,0.79,0.683,4.527,4.06,1.796,30.073,0.252,0.467,8.407,0.647,0.539,3.521,0.18,0.359,21.018,0.036,0.431,0.467,0.072,0.18,0.862,0.144
SD1489,19.321,3.905,0,0.61,1.017,385.611,0.041,0.366,0,0,5.695,0.325,0.651,7.484,19.769,72.119,0,1.79,153.634,1.912,15.213,2.563,0.244,5.044,52.391,0.691,0,9.315,0.122,0.244,0.488,0.081,0.122,19.728,1.424,0.122,0,0,0,0.447,3.091,5.044,0.163,84.119,4.027,0.081,2.278,7.24,0,8.786,5.207,7.281,238.363,3.783,60.445,1.627,0.122,0.081,5.939,30.751,9.966,0.081,21.68,3.335,0.081,0,0.041,2.278,4.312,20.46,1.302,0.325,3.661,47.022,65.652,0.041,0.691,0,126.178,0.081,78.709,2.197,0.041,0,0,6.427,0.122,0,0.244,0,0,0.366,1119.411,9.152,21.802,1.586,22.209,0.163,7.118,0.081,0.61,11.389,5.369,0.081,0.041,13.342,0.081,0.529,71.59,0.081,0.569,12.976,0.122,0.651,0,0,0.366,0.325,3.132,0.976,0.122,0.447,1.505,1.383,81.027,13.016,0.976,3.173,0,0,0.163,1.952,9.966,14.765,24.609,10.983,18.914,0.244,44.663,6.142,0.569,0.122,9.437,72.444,1.871,0.529,20.419,0.041,0.325,16.677,0.488,0.041,58.737,0.325,0.285,0.61,0.041,0.61,0.041,0,0.529,1.22,2.197,6.305,0.447,18.874,0.203,1.139,4.068,0.081,63.699,2.237,0,0,1.261,5.125,0.366,1.058,0.122,218.92,0.041,98.355,0,1.464,40.758,0,0.285,0.163,0.325,0.203,0.122,8.623,0.081,569.671,4.149,1.383,0.61,2.156,160.753,18.589,152.333,39.375,0.651,22.087,0.041,13.057,1.139,4.19,0.407,36.527,0,1.83,5.369,0.366,0.041,0.244,3.295
SD1491,329.148,12086.804,0.098,307.725,21.865,140.454,0.196,0,0,0.049,107.706,3.775,18.139,197.518,23.041,4.216,0.049,0.049,19.021,116.187,42.259,0.098,32.748,152.171,150.847,0.049,0,19.316,0,0,0,0.098,0,8.432,31.719,0,4.706,0.049,0,0.049,1.079,202.715,0.049,99.078,0.294,78.978,0.882,17.943,2.696,25.247,0,281.497,100.843,4.657,82.263,69.271,0.49,6.814,9.805,3.285,55.544,0.49,28.924,258.896,20.394,0,0,0.931,53.779,19.168,0.833,0.49,0,51.475,38.386,0.49,1.275,0,11.521,4.951,7.403,0.49,0,0.098,0.294,141.386,0.147,0,0,0.049,0.196,20.786,8.187,584.074,2.402,3.383,3.677,0.294,24.757,0.98,3.089,0.686,6.716,14.56,0,2.794,0.049,0.196,3.971,0.049,39.268,4.461,0.098,0.147,0,0.539,3.628,0,0.294,0.686,0.049,0.245,0.245,0.147,158.789,9.756,1.667,3.039,0.049,0,0.147,0,0.49,3.677,10.393,4.363,1.765,7.256,2.059,0.882,0,0.343,8.236,1.422,2.451,0,51.819,1.569,0,6.177,0,0.147,90.057,16.962,1.275,0.196,0,0,0.049,1.814,0.343,1.716,0.098,5.099,0.245,4.069,0.147,7.893,0.392,0.294,425.677,41.867,0,0,0.343,13.825,1.765,0.049,0,12.011,0.049,46.524,0.245,1.226,9.658,0.392,1.569,0.147,8.04,7.942,0,3.334,0.147,100.696,22.208,1.52,0.196,0.931,2.108,1.422,26.375,3.579,0.392,35.739,0.343,0.147,0.343,0,0,3.824,0.147,0.098,0,0,0.392,0.245,1.569
SD1496,0.117,13.471,24.044,0.862,0,1.723,148.848,12.766,3.211,0,0.117,17.7,0,3.172,0.392,3.368,25.063,0.117,2073.925,4.425,0.235,7.597,0.157,1.214,9.32,0.587,1.488,30.036,0,7.832,1.527,0.744,0.039,0.078,0.039,0.235,0,7.793,2.624,0.039,0.157,1.566,0.705,0.431,4.738,0.157,3.015,0.313,0,1.606,9.124,8.067,22.008,0.392,0.822,55.96,3.799,0.039,39.708,4.347,82.471,0.039,7.754,14.215,192.668,0.196,4.503,0.078,33.639,0.431,7.205,106.712,10.612,7.48,27.373,9.32,0.627,2.663,8.615,0,6.892,406.679,19.776,0.587,12.492,1.566,78.908,0.274,3.329,0.47,0.196,9.163,63.518,11.435,1.096,0.039,0,0.078,0.822,1.723,0.117,2.78,0.548,0.039,1.057,0.862,0.196,4.229,32.699,0.783,1.841,0.509,3.564,19.58,0.039,0.509,25.023,0.117,0.196,12.923,8.85,0.862,0.039,1.566,8.38,18.679,8.772,47.188,0.392,0.235,2.232,3.759,1.723,23.653,84.429,12.531,15.899,11.631,4.738,10.299,0.744,18.484,0,103.579,101.347,2.075,0.509,2.075,0,0.313,5.404,5.561,0.587,33.365,2.898,10.73,0.47,0.039,8.537,6.931,9.281,0.196,0.47,34.931,9.79,12.884,2.389,0.157,9.085,0.313,11.043,0.627,0.039,0.548,0.392,25.963,0,1.057,1.331,48.833,0.039,101.268,0.431,2.702,5.874,0.313,4.073,0.117,0.157,8.184,1.253,162.515,0.627,36.811,0.509,0.157,1.136,0.47,166.157,145.245,22.478,0.157,3.564,0.901,0.47,33.874,5.404,1.057,3.642,5.639,0.509,0.705,0.196,0.313,1.214,0.627,2.545
SD1517,944.161,13939.312,0.244,380.674,27.129,297.926,1.955,0,0,0,6.005,0.908,110.575,156.208,23.428,2.514,0.105,0,6.215,192.414,1.955,0.035,153.729,261.161,273.696,0,0,17.527,0.105,0.035,0.07,1.85,0,69.096,3.666,2.304,33.274,0.105,0,280.853,29.189,57.33,6.913,187.701,0.105,5.551,19.063,30.655,29.782,201.073,0,323.414,102.893,3.107,137.075,7.751,0.105,9.951,12.883,18.086,1.082,16.27,84.074,216.471,0,0.035,0,1.397,18.051,125.483,0.175,0.698,0,76.254,0.559,0.349,32.924,0,33.064,9.497,23.707,6.948,0,0,0,162.283,0.279,0,0.07,0,0.035,3.457,5.761,2.095,6.948,5.517,0.803,0,10.37,2.828,5.517,3.038,14.071,9.008,0,1.781,1.362,0.209,8.694,0.384,2.235,2.13,0.035,2.304,0.035,0,0.524,0.279,1.501,0.279,0.175,2.898,2.444,7.053,307.109,9.113,0.419,0.559,0,0.035,0.873,0,1.222,3.91,70.667,6.599,7.821,0,0.768,0.454,6.11,0.209,7.262,1.92,2.339,0.209,30.655,0.105,0.035,19.133,0.14,1.99,24.475,3.91,0.07,0.07,53.175,0.035,0.035,2.409,0.07,3.142,0,74.508,0.768,83.132,0.14,10.16,16.654,1.117,320.167,81.072,0,0.07,0.07,284.624,3.736,2.654,0,30.655,0.035,105.372,0.035,5.482,13.407,0,0.768,0.14,9.462,3.352,0.105,1.327,0.07,154.113,31.947,29.817,0.594,3.596,1.955,4.888,105.931,1.676,11.661,94.339,0.14,1.013,1.082,0.07,0.035,85.296,0.07,0.384,1.501,0.035,0.768,0.07,0.14
SD1518,0.19,1.285,21.703,0.048,0,1.618,88.812,16.611,1.523,9.662,0,31.222,0.048,0.619,0,0.095,41.645,0.095,952.085,3.189,0.095,0.095,0,0.238,1.761,0.524,0.762,3.998,0.333,0.571,0.476,0,5.235,0.19,0,0,0,31.603,0.904,0,0.666,0.428,0.048,0.476,6.568,0.048,1.095,0.19,0.143,7.139,0.19,2.189,4.236,0.095,8.281,1.285,12.898,0,7.282,3.474,34.268,0.095,9.329,2.998,0.381,1.237,0.048,0,50.07,2.047,2.38,18.705,0.19,2.998,80.578,6.949,0.428,4.236,2.38,0,3.522,237.974,1.142,0.095,2.237,0.095,16.944,0.333,1.713,0.238,0.095,18.943,189.522,34.411,0.809,0.095,0,1.285,0.286,1.761,0,1.095,0.381,0.048,0.048,0.619,0,4.712,3.094,0.524,31.698,0.19,1.713,17.229,0.238,0.428,119.558,3.903,0,5.759,20.18,0.381,1.475,0.524,46.119,2.951,8.995,1.047,1.951,0,1.095,0.286,44.501,6.854,8.853,0.999,2.285,8.567,82.815,76.152,1.095,0.381,0,3.76,43.74,1.761,1.285,14.231,0.666,1.285,21.608,16.849,1.475,38.932,1.618,0.381,0.048,4.426,7.758,0.952,5.711,0.095,0.714,3.57,0.714,6.52,7.71,0.286,7.806,6.235,13.279,0.428,0,0.381,0.571,1.428,0,0.952,2.57,13.136,3.808,37.124,2.285,0.999,9.519,0,0.428,3.046,0.048,2.475,0.19,18.657,0.333,103.756,0.238,0.143,6.806,4.95,56.067,4.712,106.184,0.048,0.286,8.9,0.286,15.326,7.71,0,3.998,2.903,0.333,0.19,0.381,0.999,0.476,7.092,3.236
SD1521,0,3.785,0.623,0,0,15.899,0,15.765,0.223,17.279,0.49,0.846,0.089,6.458,41.417,0.178,3.117,0,4.81,24.984,0.356,0.045,0.089,0.045,9.041,0.935,0.134,1.113,0,0,0.045,0,0.134,0.223,0.312,0,0,0.134,2.138,0,0.223,0.267,0.089,1.737,0.623,0,0.267,0.49,0,11.089,0,0.579,12.113,0.089,10.377,0.668,1.336,0,0.045,0.223,0.757,0,0.178,19.818,0.267,0.045,0,0.445,0.267,8.016,0.267,1.648,0.045,3.073,3.296,2.761,0,10.866,0.623,0,0.713,0.267,0,0.312,0,0.49,0.267,0,0,0.623,0,1.024,0.223,276.917,0.312,0.045,3.385,0.045,0.134,0.623,0.267,0,0.223,0.445,0.045,0,0.045,0.267,0.267,0.089,136.143,0,0.223,0.045,0,0.401,16.478,1.158,0,0.223,0.713,0,0.045,0.045,0.49,0.089,0,14.385,0,0,0,0,3.207,37.053,0.935,0.089,0.623,1.915,0.401,0.134,0,0.045,0.045,2.939,1.692,0.223,0.134,6.814,0,0.579,0.134,159.078,4.81,0.846,0,0.089,0,21.599,0,0.312,0.713,0,0.312,77.045,0.089,0.891,0.089,0.356,0.757,0.134,8.417,0.623,0.401,0,0.891,8.016,0.089,0,0.178,0.534,0.312,0.623,0.713,0.045,0.401,0,0,0.089,0.045,0.49,0,95.393,0.134,2.672,2.316,0.267,0.089,0,120.288,0.267,1.87,0.267,0.267,1.247,0,0.178,0.134,0,0,1.603,0.089,0.134,0,0.178,0.089,0.267,0.668
SD1522,136.07,884.044,0,0.154,23.722,16.534,0.616,0,0.051,0.308,188.649,0.051,1.848,139.407,25.622,1.848,0.205,0.051,3.184,34.967,0.616,0.051,21.668,1.078,97.97,0,0,43.491,0.051,0.257,0.359,0.154,0.308,1.181,0.411,0.359,0.103,0.051,0,0.051,1.335,49.088,0.616,12.118,0.513,0.051,5.083,3.492,0,7.599,8.472,77.277,20.231,8.37,36.559,30.911,0.205,1.694,34.967,6.624,1.951,2.927,8.01,70.602,0.103,0.103,0.051,0.308,9.294,91.911,0.051,0.565,0,36.2,18.742,0.822,0.257,0.103,13.094,0,4.467,2.003,0.103,0,0,32.708,2.978,0,0.205,0.205,0,13.915,107.213,65.519,5.802,0,0.462,2.105,6.316,17.304,0.668,2.413,2.259,2.67,0.308,0.976,0.205,0.308,14.993,0,1.592,1.592,0.257,2.054,0,1.489,24.39,0.154,0.308,0.154,2.567,0.976,1.9,0.616,60.898,11.553,1.13,0.257,0.103,0,8.472,2.978,4.519,5.289,21.925,4.108,6.008,0.051,3.029,0.976,0.719,0.257,0.411,0.873,6.11,0.257,2.875,0.462,0.257,0.77,0.411,0.616,3.748,0.051,0,0.051,0,0.051,0,17.201,1.232,1.694,0.308,5.032,0.205,3.8,0,0,0.154,0.103,258.019,7.445,0.103,0,0.103,11.502,0.257,0.873,0,58.69,0.051,129.652,0,2.619,5.545,0.205,10.013,0,0.103,29.371,0,2.259,0,215.093,1.386,3.954,0.513,0.668,18.844,4.005,194.246,1.54,0.873,33.786,0.411,0.257,1.643,0.103,0.205,32.708,0.462,0.873,1.489,0.051,3.44,1.848,1.078
SD1537,23.233,17.638,0,1.943,4.623,69.465,0.272,0,0,2.681,101.827,0.039,2.331,81.586,0.194,0.233,0.155,0.039,29.876,3.691,1.981,0,0.466,1.243,88.152,0.194,0.078,3.963,0.155,1.01,0,0.078,0.427,2.797,0.466,0.117,0.039,0,0.466,0.311,3.225,18.182,0.155,16.084,0,2.292,3.225,5.556,0,109.403,14.025,58.587,22.067,4.118,32.984,2.642,0.622,0.117,2.953,8.314,3.652,5.284,42.813,103.07,1.321,0,0,0.699,27.312,44.639,1.01,0.466,0.078,23.271,29.293,1.01,0.039,0.039,3.497,0.039,7.964,0.427,0,0.039,0,8.819,0.311,0,0.078,0,0.078,205.558,9.596,3.769,8.819,0.544,0.466,0.389,3.38,2.836,0.117,1.088,3.341,6.061,0.894,0.272,0.039,0.427,6.1,1.787,7.42,0.078,0.117,0.738,0,0.117,136.482,0.466,0.233,0.311,2.758,0,0.117,0.078,51.011,4.312,1.243,0.971,0,0.039,0.272,4.39,17.133,54.391,61.967,0.699,3.691,0.777,1.787,1.981,2.059,0.155,1.904,2.603,6.721,0.583,0.311,0.117,0.233,1.437,1.826,1.088,2.603,0.194,0.078,0.078,0.039,0.699,0,1.01,0.194,0.466,0.078,5.245,0.389,9.013,0.155,2.448,0.738,11.539,55.712,2.797,0,0.078,0.117,240.329,0.544,0.155,0.738,46.271,1.632,402.841,0,2.137,30.808,0.078,0.505,0.117,0.932,6.799,0,25.719,0.039,132.286,1.437,1.088,1.01,1.904,51.088,7.77,67.328,0.777,0.078,18.143,0.039,2.72,0.505,0.389,0.039,18.726,0.039,0.155,0.699,0.505,0.272,2.836,0.544
SD1566,6.486,90.073,0,1.168,3.243,25.686,0.908,0,0,0,0.778,0,5.621,48.431,0.605,3.113,0.043,0,1.297,37.318,2.595,0,5.276,0.346,129.034,0.259,0,37.88,0,1.946,0.086,16.864,0.043,14.875,0.389,22.14,14.962,0.086,0,18.162,1.297,41.037,75.501,87.262,0,0.908,232.08,48.388,2.119,29.448,4.757,226.631,279.343,14.486,8.519,40.431,2.724,1.211,28.583,9.513,0.908,1.124,31.523,120.083,0,0,0.043,2.249,0,52.453,0.043,0.865,0,39.869,0.778,0.389,18.508,2.249,30.01,0.908,14.313,1.427,0,0,0,40.864,1.513,0,0,0,0.043,4.67,69.62,11.632,38.658,1.081,0.259,0,47.263,0.173,0.346,8.216,10.421,0.432,0,9.34,9.211,0.173,22.01,0,4.238,1.081,0.216,0.519,0,0.259,0.173,0.259,1.038,0.173,2.205,1.47,13.881,0.649,326.823,14.4,0.476,0.216,0.086,0,1.341,1.427,1.47,10.551,13.794,23.134,18.032,0.216,0.13,1.946,1.557,3.33,0.259,3.416,11.632,0.13,21.794,0,0.043,6.227,0.389,411.707,8.173,0.303,0,0.346,4.367,0,0,2.032,0.173,2.551,0,501.131,0.951,65.252,0.086,0.605,0.908,0.173,72.56,2.465,0,0,0.303,41.988,3.243,2.897,0,29.275,1.903,121.38,0,3.286,8.216,0,0.908,0,0.951,1.384,0,3.33,0.086,57.988,31.048,0.389,1.643,0.951,4.108,10.594,40.302,18.118,24.648,32.561,0.649,0.389,0.649,0.216,0.173,161.552,0.086,2.249,0.303,0.216,0.389,0,0.951
SD1575,0.195,1.887,3.059,0.13,0.065,8.786,374.542,15.717,1.985,17.8,0.325,12.919,0,1.041,0.065,0.39,9.795,71.622,386.224,0.195,8.591,4.621,0.325,0.163,7.224,1.757,9.957,40.481,0.456,74.258,0,0.098,0.814,0.065,0.195,0.033,0.033,48.551,0.423,0,0.325,4.914,0.521,2.245,0.358,0.065,3.254,0.293,0.033,5.467,0,2.896,217.697,0.098,5.272,1.497,6.183,0.033,44.45,2.538,106.928,0,1.009,10.641,0.488,0.033,993.074,0.228,88.348,1.562,4.849,42.335,6.378,6.053,171.977,2.18,0.456,0.163,9.046,0.13,6.345,323.844,9.014,0.163,2.018,0.618,3.71,13.277,1.139,11.975,0.033,11.161,3.807,3.091,1.887,0,1.594,10.38,1.985,12.658,0.065,1.139,2.701,0.065,0.065,0.716,0.163,1.106,4.458,8.461,10.836,0.293,2.538,121.865,0.163,0.065,38.626,6.671,0.26,4.491,83.792,0.033,0.163,89.454,10.803,6.996,57.857,48.681,1.529,0.651,5.206,0,7.159,14.643,687.746,2.603,3.287,2.506,4.588,25.675,0.488,13.081,0.033,21.542,304.482,20.859,3.156,0.293,0.065,0.358,0.26,8.265,0.488,69.279,0.488,8.623,0.683,0.26,5.174,8.2,9.925,0.456,2.18,15.066,4.393,65.797,0.033,0.163,21.77,19.036,14.578,2.213,1.334,53.562,0.033,7.647,0.098,2.408,0,37.292,0,47.835,0.748,1.464,4.718,0.13,2.636,1.464,0.098,10.25,15.88,74.941,0.586,25.154,2.05,0.163,88.999,0.488,43.702,168.788,29.384,0.456,0.976,12.756,0.098,9.469,11.227,0.488,4.816,11.324,0.879,0.13,0.26,0.586,0.39,0.293,6.996
